# gate	state	subject	evidence
WEB_COMPOSER_ACTIONS	accepted	feat(app): consolidate web composer actions	server/packages/happy-app/sources/components/AgentInput.tsx
WEB_COMPOSER_RELEASE_ARTIFACTS	accepted	chore(app): register composer UX release artifacts (#204)	server/packages/happy-app/sources/changelog/changelog.json
ABSOLUTE_FILE_LINK_MACHINE_TRANSPORT	accepted	fix(app): open explicit file links across machine paths (#206)	server/packages/happy-app/sources/components/sideChatHeader.browser.test.ts
ABSOLUTE_FILE_LINK_DIRTY_PRESERVATION	accepted	fix(app): preserve dirty tabs during file-link upgrades (#206)	server/packages/happy-app/sources/components/sideChatHeader.browser.test.ts
WORKSPACE_CONTEXT_UNIFICATION	accepted	feat(app): attach context from embedded workspace	server/packages/happy-app/sources/app/(app)/workspace/index.embedded.test.ts
WORKSPACE_CONTEXT_UNIFICATION	accepted	test(app): cover unified workspace actions	server/packages/happy-app/sources/-session/SessionView.sideChat.test.ts
WORKSPACE_CONTEXT_UNIFICATION	accepted	test(workspace): cover unified Human entry	server/packages/happy-app/sources/components/sideChatHeader.browser.test.ts
WORKSPACE_UNIFICATION	accepted	docs(workspace): document unified Workspace contract	.dev/playbooks/file-workspaces.md
WORKSPACE_CONTEXT_UNIFICATION	accepted	feat(workspace): unify browsing and session context	server/packages/happy-app/sources/components/desktopWorkspace.browser.test.ts
WORKSPACE_CONTEXT_UNIFICATION	accepted	fix(workspace): target active side chat from sidebar	server/packages/happy-app/sources/components/sideChatHeader.browser.test.ts
WORKSPACE_CONTEXT_IDENTITY	accepted	fix(workspace): preserve machine context identity	server/packages/happy-app/sources/sync/workspaceContext.test.ts
DEVELOPMENT_SKILL_CATALOG	accepted	docs(dev): consolidate HappyHerd skills	.dev/AGENTS.md
INTERACTIVE_HTML_PREVIEW	accepted	feat(workspace): add interactive HTML preview mode	server/packages/happy-app/sources/components/desktopWorkspace.browser.test.ts
COLLAPSED_NAVIGATION_TITLE_CLEARANCE	accepted	fix(app): clear collapsed navigation title	server/packages/happy-app/sources/components/desktopWorkspace.browser.test.ts
CODEX_SIDE_CHAT_PROVIDER_CONTEXT	accepted	fix(side-chats): preserve Codex provider context	server/packages/happy-cli/src/daemon/run.resume.test.ts
CODEX_SIDE_CHAT_CREDENTIAL_ACTIVATION	accepted	fix(side-chats): activate inherited Codex credentials	server/packages/happy-cli/src/daemon/run.resume.test.ts
ZEN_NAVIGATION_TITLE_CLEARANCE	accepted	fix(app): reserve Zen navigation toggle lane	server/packages/happy-app/sources/components/desktopWorkspace.browser.test.ts
CODEX_SIDE_CHAT_UNMANAGED_HOME	accepted	fix(side-chats): preserve unmanaged Codex homes	server/packages/happy-cli/src/daemon/run.resume.test.ts
HISTORICAL_EMPTY_CI_TRIGGER	accepted	fix(ci): recognize historical empty CI trigger	scripts/test-owned-merge-provenance.sh
DSH_PROVIDER	accepted	feat(dsh): add first-class ACP sessions	server/packages/happy-cli/src/agent/acp/runAcp.test.ts
DSH_PROVIDER	accepted	fix(dsh): name HomeDock prompt correctly	server/packages/happy-app/sources/components/HomeDock.source.test.ts
DSH_PROVIDER	accepted	feat(dsh): expose launch permission presets	server/packages/happy-cli/src/capabilities/agentCapabilities.test.ts
FILE_VIEWER_CONVERGENCE	accepted	feat(files): converge viewer links comments and canvas	server/packages/happy-app/sources/components/desktopWorkspace.browser.test.ts
WEB_STARTUP_LATENCY	accepted	fix(web): restore startup and compress initial assets	server/packages/happy-app/scripts/smoke-production-web.mjs
FILE_VIEWER_CONVERGENCE	accepted	fix(files): make source lines directly commentable	server/packages/happy-app/sources/components/desktopWorkspace.browser.test.ts
FILE_VIEWER_CONVERGENCE	accepted	fix(files): converge viewer modes and commentable previews	server/packages/happy-app/sources/components/desktopWorkspace.browser.test.ts
MARKDOWN_PRESENTATION	accepted	fix(markdown): restore suggestion chips and dark theme	server/packages/happy-app/sources/components/markdown/MarkdownView.browser.test.ts
MARKDOWN_REVIEW_DELIVERY	accepted	docs(app): record restored Markdown review UX	server/packages/happy-app/CHANGELOG.md
MARKDOWN_PRESENTATION	accepted	fix(markdown): preserve literal suggestion text	server/packages/happy-app/sources/components/markdown/MarkdownView.browser.test.ts
MOBILE_WEB_UX	accepted	fix(app): keep wide markdown tables scrollable	server/packages/happy-app/sources/components/markdown/MarkdownView.browser.test.ts
MOBILE_WEB_UX	accepted	fix(app): select exact recent session paths	server/packages/happy-app/sources/app/(app)/new/index.launch.test.ts
MOBILE_WEB_UX	accepted	fix(app): distinguish recent session paths	server/packages/happy-app/sources/app/(app)/new/index.launch.test.ts
MOBILE_WEB_UX	accepted	fix(app): close mobile UX review gaps	server/packages/happy-app/sources/components/markdown/MarkdownView.browser.test.ts
MOBILE_WEB_UX	accepted	fix(chat): center messages and floor phone typography	server/packages/happy-app/sources/components/MobileTypographyFloor.browser.test.ts
MOBILE_WEB_UX	accepted	fix(app): enforce mobile route typography	server/packages/happy-app/sources/app/(app)/new/index.launch.test.ts
MOBILE_WEB_UX	accepted	docs(app): record mobile UX fixes	server/packages/happy-app/CHANGELOG.md
MOBILE_WEB_UX	accepted	chore(app): refresh mobile UX inventory	server/packages/happy-app/sources/text/ui-surface-inventory.json
MOBILE_WEB_UX	accepted	fix(app): preserve non-phone typography	server/packages/happy-app/sources/components/MobileTypographyFloor.browser.test.ts
MOBILE_WEB_UX	accepted	fix(app): close mobile UX signoff gaps	server/packages/happy-app/sources/utils/mobileTypographyFloor.test.ts
MOBILE_WEB_UX	accepted	chore(app): refresh mobile UX signoff inventory	server/packages/happy-app/sources/text/ui-surface-inventory.json
MOBILE_WEB_UX	accepted	fix(app): floor auto-focused Web inputs	server/packages/happy-app/sources/components/mobileTypographyEntry.source.test.ts
MOBILE_WEB_UX	accepted	chore(app): refresh final mobile UX inventory	server/packages/happy-app/sources/text/ui-surface-inventory.json
MOBILE_WEB_UX	accepted	chore(app): register mobile UX patches	docs/owned-patches.tsv
PRIVACY_POLICY_LINK	accepted	fix(settings): update privacy policy link	server/packages/happy-app/sources/components/SettingsView.browser.test.ts
TERMS_OF_SERVICE_LINK	accepted	fix(settings): update terms of service link	server/packages/happy-app/sources/components/SettingsView.browser.test.ts
SUPPORT_LINK	accepted	fix(settings): open web support page	server/packages/happy-app/sources/components/SettingsView.browser.test.ts
SETTINGS_ABOUT_DESCRIPTION_REMOVAL	accepted	fix(settings): remove About description	server/packages/happy-app/sources/components/SettingsView.browser.test.ts
SETTINGS_VERSION	accepted	fix(settings): show HappyHerd version	server/packages/happy-app/sources/components/SettingsView.browser.test.ts
SETTINGS_REPOSITORY	accepted	fix(settings): point GitHub row to HappyHerd	server/packages/happy-app/sources/components/SettingsView.browser.test.ts
PUBLIC_BOUNDARY	accepted	fix(public-boundary): normalize merged skill identity	scripts/test-public-boundary.mjs
ALL_PROVIDER_SIDE_CHATS	accepted	feat(side-chat): support every daemon provider	server/packages/happy-cli/src/commands/sideChat.ts
ALL_PROVIDER_SIDE_CHATS	accepted	fix(side-chat): bound recent message cursor	server/packages/happy-cli/src/api/api.test.ts
ALL_PROVIDER_SIDE_CHATS	accepted	chore(side-chat): register recent message cursor patch	docs/owned-patches.tsv
DSH_ATTACHMENTS	accepted	feat(dsh): reuse workspace uploads for attachments	server/packages/happy-app/sources/hooks/useMachineFileUpload.test.ts
DSH_ATTACHMENTS	accepted	fix(dsh): expose workspace photo uploads by default	server/packages/happy-app/sources/components/sideChatHeader.browser.test.ts
SIDEBAR_BACK_CONTROL	accepted	fix(app): show one sidebar Back control	server/packages/happy-app/sources/components/desktopWorkspace.browser.test.ts
SIDEBAR_COLLAPSE_ICON	accepted	fix(app): use standard sidebar toggle icons	server/packages/happy-app/sources/components/desktopWorkspace.browser.test.ts
USAGE_TOTALS	accepted	fix(usage): reconcile provider totals	server/packages/happy-server/sources/app/api/routes/usageAggregation.spec.ts
USAGE_TOTALS	accepted	fix(usage): expose missing provider coverage	server/packages/happy-server/sources/app/api/routes/usageAggregation.spec.ts
MARKDOWN_COMMENT_AFFORDANCE	accepted	fix(markdown): align comment affordance with source	server/packages/happy-app/sources/components/markdown/MarkdownView.browser.test.ts
WORKSPACE_LOCALHOST	accepted	feat(workspace): debug selected-machine localhost pages	server/packages/happy-app/sources/components/desktopWorkspace.browser.test.ts
WORKSPACE_LOCALHOST	accepted	fix(workspace): bound live localhost execution	server/packages/happy-app/sources/components/LocalhostWorkspacePanel.tsx
WORKSPACE_LOCALHOST	accepted	fix(workspace): preserve selected-machine live review	server/packages/happy-app/public/workspace-live-sw.js
WORKSPACE_LOCALHOST	accepted	chore(app): refresh workspace live inventory	server/packages/happy-app/sources/text/ui-surface-inventory.json
WORKSPACE_LOCALHOST	accepted	fix(workspace): retain live tabs and double limits	server/packages/happy-app/sources/components/LocalhostWorkspacePanel.tsx
DSH_ACP_RESUME	accepted	fix(dsh): resume persisted ACP sessions	server/packages/happy-cli/src/agent/acp/AcpBackend.ts
WORKSPACE_INLINE_REVIEW	accepted	feat(workspace): anchor inline review threads	server/packages/happy-app/sources/components/desktopWorkspace.browser.test.ts
MARKDOWN_DSH_MOBILE_UX	accepted	fix(app): align markdown gutters and DSH mobile attachments	server/packages/happy-app/sources/components/sideChatHeader.browser.test.ts
MARKDOWN_DSH_MOBILE_UX	accepted	fix(markdown): share one review gutter across lists	server/packages/happy-app/sources/components/markdown/MarkdownView.browser.test.ts
MARKDOWN_DSH_MOBILE_UX	accepted	fix(markdown): strip ordered-list renderer metadata	server/packages/happy-app/sources/components/markdown/MarkdownView.browser.test.ts
MARKDOWN_DSH_MOBILE_UX	accepted	chore(app): refresh UI inventory after gutter fix	server/packages/happy-app/sources/text/ui-surface-inventory.json
MARKDOWN_DSH_MOBILE_UX	accepted	chore(app): register markdown gutter review patches	docs/owned-patches.tsv
WORKSPACE_REVIEW_PARITY	accepted	fix(workspace): unify line review previews	server/packages/happy-app/sources/components/desktopWorkspace.browser.test.ts
WORKSPACE_COMMENT_RETENTION	accepted	fix(workspace): retain Markdown comment editors across updates	server/packages/happy-app/sources/components/markdown/MarkdownView.browser.test.ts
WORKSPACE_COMMENT_RETENTION	accepted	fix(workspace): preserve feedback edits through send acknowledgements	server/packages/happy-app/sources/components/InlineCommentReview.web.test.ts
WORKSPACE_COMMENT_RETENTION	accepted	fix(workspace): retain fallback reviews through reconnects	server/packages/happy-app/sources/components/WorkspaceLinkViewer.browser.test.ts
WORKSPACE_COMMENT_RETENTION	accepted	fix(workspace): reconcile open edits with accepted feedback	server/packages/happy-app/sources/components/InlineCommentReview.web.test.ts
WORKSPACE_COMMENT_RETENTION	accepted	fix(workspace): retain chat ownership and navigation state	server/packages/happy-app/sources/components/sideChatHeader.browser.test.ts
WORKSPACE_COMMENT_RETENTION	accepted	chore(workspace): record comment reliability verification	server/packages/happy-app/sources/components/InlineCommentReview.web.test.ts
WORKSPACE_COMMENT_RETENTION	accepted	fix(workspace): cancel stale links on picker navigation	server/packages/happy-app/sources/components/sideChatHeader.browser.test.ts
WORKSPACE_COMMENT_RETENTION	accepted	fix(workspace): preserve newer links after folder creation	server/packages/happy-app/sources/components/sideChatHeader.browser.test.ts
WORKSPACE_COMMENT_RETENTION	accepted	test(workspace): allow browser fixture startup on CI	server/packages/happy-app/sources/components/markdown/MarkdownView.browser.test.ts
WORKSPACE_MOBILE_LAYOUT	accepted	fix(workspace): align compact previews and use 16px source text	server/packages/happy-app/sources/components/desktopWorkspace.browser.test.ts
UPSTREAM_SYNC_EVIDENCE	accepted	docs(upstream): record reviewed September sync	docs/upstream-sync-2026-09-06.md
UPSTREAM_SYNC_EVIDENCE	accepted	docs(changelog): clarify CLI version reporting	server/packages/happy-app/sources/changelog/changelog.json
CODEX_MODEL_CATALOG	accepted	fix(app): restore GPT-6 Astra atop the Codex model picker	server/packages/happy-app/sources/components/modelModeOptions.test.ts
CODEX_MODEL_CATALOG	accepted	fix(daemon): include GPT-6 Astra in the Codex fallback catalog	server/packages/happy-cli/src/capabilities/agentCapabilities.test.ts
SESSION_ARCHIVE	accepted	feat(context): session archive skill and bundle v4 retrieval section	server/packages/happy-cli/src/agentContext/commanderContext.test.ts
SESSION_ARCHIVE	accepted	fix(skill): move session-archive machine parameters to a private overlay	.dev/skills/happyherd-session-archive/SKILL.md
WORKSPACE_LOCALHOST_LINKS	accepted	fix(workspace): open chat localhost links in Workspace	server/packages/happy-app/sources/components/sideChatHeader.browser.test.ts
WORKSPACE_LOCALHOST_LINKS	accepted	fix(workspace): restore IPv6 chat links and verify side chat drafts	server/packages/happy-app/sources/components/sideChatHeader.browser.test.ts
PUBLIC_BOUNDARY	accepted	docs(archive): route machine parameters through private overlay	.dev/ROUTING.md
WORKSPACE_DOCUMENT_PREVIEW	accepted	fix: let document previews fill the workspace pane	server/packages/happy-app/sources/components/desktopWorkspace.browser.test.ts
SESSION_SIDE_PANEL	accepted	feat: make the session side panel resizable	server/packages/happy-app/sources/components/sideChatHeader.browser.test.ts
NATIVE_INSTALLER	accepted	feat: install prepared platform release artifacts	scripts/test-native-installer-asset.sh
NATIVE_INSTALLER	accepted	fix: verify portable installer process cleanup	scripts/test-native-installer-asset.sh
PERSONAL_PROJECTS	accepted	feat: add personal projects and a persistent assistant entry	server/packages/happy-app/sources/components/projectsSuperSession.browser.test.ts
PERSONAL_PROJECTS	accepted	fix(projects): preserve session state and explicit assignments	server/packages/happy-app/sources/sync/storage.projects.test.ts
INITIAL_LAUNCH	accepted	docs: synchronize launch guides and UI catalogs	server/packages/happy-app/sources/changelog/changelog.json
INITIAL_LAUNCH	accepted	docs: align launch verification guidance	.dev/VERIFY.md
SESSION_SIDE_PANEL	accepted	test: remove duplicate narrow side panel setup	server/packages/happy-app/sources/components/sideChatHeader.browser.test.ts
BOT_SESSION_IDENTITY	accepted	feat: preserve typed bot session identity	server/packages/happy-wire/src/rigMetadata.test.ts
BOT_SESSION_COPY	accepted	feat: localize bot session controls	server/packages/happy-app/sources/text/locales/en.json
BOT_SESSION_LIFECYCLE	accepted	feat: keep bot conversations machine-owned	server/packages/happy-app/sources/hooks/useSessionQuickActions.test.ts
SELECTED_UPSTREAM_BOTS	accepted	docs: record selected session and bot adaptations	docs/upstream-selected-session-bots.md
BOT_SESSION_DISPLAY	accepted	feat(app): surface bot sessions in the session list	server/packages/happy-app/sources/components/projectsSuperSession.browser.test.ts
SESSION_INFO_ACTIONS	accepted	feat: prioritize safe Session Info actions	server/packages/happy-app/sources/app/(app)/session/[id]/info.archive.test.ts
SELECTED_UPSTREAM_BOTS	accepted	docs: synchronize selected session and bot UI inventory	server/packages/happy-app/sources/text/ui-surface-inventory.json
WORKSPACE_CHIP_LAYOUT	accepted	fix(workspace): keep machine and path choices compact	server/packages/happy-app/sources/components/desktopWorkspace.browser.test.ts
PROJECT_SESSION_NAVIGATION	accepted	feat(sidebar): compact navigation into two rows	server/packages/happy-app/sources/components/projectsSuperSession.browser.test.ts
PROJECT_SESSION_DETAIL	accepted	feat(projects): open assigned sessions from named projects	server/packages/happy-app/sources/utils/projectSessionList.test.ts
PROJECT_CATALOG_READINESS	accepted	fix(projects): wait for catalog before showing missing project	server/packages/happy-app/sources/sync/storage.projects.test.ts
PROJECT_SESSION_GROUPING	accepted	feat: add distinct project and workspace session views	server/packages/happy-app/sources/sync/sessionListGrouping.test.ts
PROJECT_SESSION_DETAIL	accepted	fix(projects): retain inactive pinned assistant visibility	server/packages/happy-app/sources/utils/projectSessionList.test.ts
PROJECT_SESSION_NAVIGATION	accepted	docs: synchronize project navigation inventory and guide	server/packages/happy-app/sources/text/ui-surface-inventory.json
PROJECT_NAVIGATION_BROWSER	accepted	test(projects): verify navigation grouping and compact sidebar gestures	server/packages/happy-app/sources/components/projectsSuperSession.browser.test.ts
PROJECT_NAVIGATION_BROWSER	accepted	test(projects): retain bot ordering and avatar assertions	server/packages/happy-app/sources/components/projectsSuperSession.browser.test.ts
NATIVE_INSTALLER_AUTH	accepted	test(installer): prove paired daemon and retained history across upgrades	scripts/test-native-installer-auth.mjs
NATIVE_INSTALLER_AUTH	accepted	test(installer): require installer-owned daemon restart	scripts/test-native-installer-auth.mjs
NATIVE_INSTALLER_PRISMA	accepted	fix(server): select the prepared platform Prisma engine	server/packages/happy-server-self-host/index.test.cjs
NATIVE_INSTALLER_PRISMA	accepted	test(installer): run packaged engine contract with native assets	scripts/test-native-installer-asset.sh
NATIVE_INSTALLER_PTY	accepted	test(installer): supply a real pipe to macOS auth PTY	scripts/test-native-installer-auth.mjs
DEFAULT_ASSISTANT_SESSION	accepted	feat(server): retain one default Assistant session per account	server/packages/happy-server/sources/app/api/routes/sessionRoutes.defaultAssistant.spec.ts
DEFAULT_ASSISTANT_BOOTSTRAP	accepted	feat(assistant): initialize the persistent default session through the daemon	server/packages/happy-cli/src/daemon/defaultAssistant.test.ts
DEFAULT_ASSISTANT_BOOTSTRAP	accepted	fix(assistant): require live registration before reusing a provider process	server/packages/happy-cli/src/daemon/run.resume.test.ts
DEFAULT_ASSISTANT_BOOTSTRAP	accepted	fix(assistant): name new default sessions after their Commander	server/packages/happy-cli/src/daemon/run.resume.test.ts
LOCAL_COMMANDER_TASK_DELIVERY	accepted	feat(sessions): send tasks and inspect local Commander sessions	server/packages/happy-cli/src/daemon/run.resume.test.ts
DEFAULT_ASSISTANT_LOCAL_CLI	accepted	feat(assistant): expose default setup and local delegation commands	server/packages/happy-cli/src/commands/machine.defaultAssistant.test.ts
CHAT_IMAGE_STABILITY	accepted	fix(markdown): retain loaded images across session updates	server/packages/happy-app/sources/components/markdown/MarkdownView.browser.test.ts
MOBILE_PDF_FIT_PAGE	accepted	fix(workspace): fit mobile PDF pages and support zoom gestures	server/packages/happy-app/sources/utils/pdfPageLayout.test.ts
MOBILE_PDF_FIT_PAGE	accepted	test(workspace): retain responsive helpers in browser fixtures	server/packages/happy-app/sources/components/desktopWorkspace.browser.test.ts
WORKSPACE_BROWSER_DELETE	accepted	feat(workspace): confirm file and folder deletion from browser rows	server/packages/happy-app/sources/components/workspaceDelete.browser.test.ts
WORKSPACE_ITEM_DELETION	accepted	feat(workspace): reconcile deleted items across chat workspaces	server/packages/happy-app/sources/-session/SessionView.sideChat.test.ts
WORKSPACE_DELETE_BUILD	accepted	fix(workspace): separate delete controls and isolate browser fixtures	server/packages/happy-app/sources/components/workspaceDelete.browser.test.ts
WORKSPACE_DELETE_NAVIGATION_TEST	accepted	test(workspace): match exact names during pending navigation	server/packages/happy-app/sources/components/sideChatHeader.browser.test.ts
CREDENTIAL_MANAGER	accepted	feat(credentials): add account and credential management	server/packages/happy-app/sources/components/CredentialsSettingsView.browser.test.ts
CREDENTIAL_LOGIN_VISIBILITY	accepted	fix(credentials): expose providers and run Claude login in a PTY	server/packages/happy-cli/src/credentialPool/loginManager.test.ts
CLAUDE_ROTATION_INTERRUPTED_TURN	accepted	fix(claude): preserve interrupted turns during account rotation	server/packages/happy-cli/src/claude/claudeRemote.rotation.test.ts
